median_spend,lat,long,accessibility_to_cities_2015,chirps_2015,chirps_average_2002_2015,distance_to_ports_2012,distance_to_powerplants_2016,distance_to_roads_2015,distance_to_transmission_lines_2016,landscan_population_2017,modis_evi_2000_2016,modis_lst_day_average_2015,modis_lst_night_average_2015,modis_ndvi_2000_2016,sedac_gpw_2015,srtm_2000,viirs_nightlights_2015
200428.75,6.321970398,8.132463529,0.205217063,4.857692242,2084.218506,6.19869566,1.156498671,267.1141357,0.01708965,1754.813721,3255.774414,31.17811775,21.11244583,4190.844727,349.5270081,40.66233444,0.88972193
115797.1429,8.494669325,4.562430557,0.246841401,2.738248348,1163.925903,7.924910545,0.688166976,8.437674522,0.031983268,3622.794434,1600.81311,36.90209198,21.15922356,2483.112549,4683.193848,285.4211121,3.250109434
91368.88889,10.05941662,8.552933305,1.799999952,3.478129148,1268.974243,20.0,1.714424253,1349.657349,0.01446872,116.5292511,2975.620117,34.95076752,16.1828289,4369.517578,186.6251678,812.7349854,0.0
82405.71429,10.2547394,8.577944673,2.529287815,3.565280676,1285.61377,19.87075996,1.755361915,528.4590454,0.078875341,234.9801178,2940.482178,34.81487656,16.22248459,4210.5625,186.6251831,807.9818726,0.00374055
112574.0,11.92543035,8.500688737,0.151681066,2.213142633,856.5287476,22.33618164,2.551007032,139.757431,0.0,3218.757324,2251.48877,38.03440475,17.93116188,3144.629639,6804.120117,470.1155701,3.240464687
82258.57143,13.04736964,6.464929546,1.299999952,1.679607987,604.0437012,29.39999962,3.089421034,1792.798462,0.487623215,5.11601162,2476.564941,37.97177887,16.54689789,3185.535889,193.486557,328.4895935,0.0
25766.25,9.627338065,11.09526651,2.13252449,2.840158939,1030.946655,23.06747627,4.263635159,309.3399353,0.279001027,113.5401993,2463.210205,39.08241272,19.06579781,3649.272461,231.4988403,362.65179439999997,0.0
44277.5,8.970092796,11.78802789,2.200000048,2.860562086,1205.043823,17.70000076,5.04978466,299.4377747,0.018986942,168.3170166,2201.162842,39.55215836,19.94547462,3145.352783,182.0351715,503.9432373,3.13e-05
196839.325,7.735629112,6.754583034,1.697942257,3.37502265,1261.129639,15.22101116,1.70038569,542.7585449,0.023766775,1340.83252,648.5733643,31.07143402,22.34640312,709.8347168,78.35076141,37.45098495,1.381117225
177930.0,7.83130619,6.65595181,2.113955975,3.156598806,1206.499878,13.84741688,1.722246647,475.9078369,0.007078064,131.460968,3455.289795,33.07416153,20.35157967,5045.08252,73.9878006,89.68258667,0.156006202
67716.66667,7.726888904,4.430894232,1.200514555,3.388099432,1354.35791,16.68507957,1.021300554,27.24143982,4.04e-05,3611.46167,2518.500488,33.07720184,20.26797295,3539.914063,365.4434204,303.5691528,2.67545414
68875.0,8.443153764,5.0483116,2.599999905,3.105518103,1317.962646,12.39999962,0.734796584,531.1323853,0.25576216,53.16915512,3541.85083,32.75225067,20.06222725,5513.071289,74.58535767,332.5884399,0.0
145270.0,8.16494492,4.687899926,0.69238466,3.334391832,1325.067505,11.11082077,0.97816956,378.8288574,0.014744704,420.8899231,3620.712158,32.24655914,19.60427856,5256.539063,1145.547241,426.0855408,0.238995045
108040.0,7.919674842,4.648903487,1.039714694,3.780782461,1522.052124,9.042567253,1.165405512,546.7894287,0.033027146,1744.057495,4360.376953,32.13664246,19.49028778,6009.67334,951.248291,368.6784058,1.221328139
132822.5,6.539179166,3.529336969,0.699999988,3.944233894,1732.88855,7.599999905,0.088107534,638.9568481,0.044851605,2312.971191,3877.978516,28.41323471,21.18791389,5859.249023,3853.217285,4.815411568,2.338545799
152016.0,6.726816916,3.439358553,2.200000048,3.558260441,1599.451416,5.300000191,0.193416193,633.8690796,1.93e-07,479.7497864,4140.42334,28.61392593,20.49807358,5521.625,540.9914551,7.714287281,0.826132596
289260.0,6.687555474,3.20068664,0.300000012,3.304720163,1474.147095,2.5,0.210189298,243.101059,0.000631495,6766.52002,3103.904053,33.48449326,21.46442413,3968.656738,763.2788696,58.93759918,9.629443169
287973.3333,6.739478443,3.166196796,1.515130162,3.367311001,1501.009155,3.276521444,0.191378728,1215.552856,9.31e-05,2198.919922,4521.450195,29.50033951,20.44454193,5754.540527,763.2788696,48.64529037,0.2845698
129174.0,6.824260735,3.219317609,0.5,3.398108006,1471.440308,2.683685541,0.0982375,194.252182,0.001884923,1641.818726,4342.701172,30.78206444,21.1157856,5448.779297,1443.359375,95.98139954,0.109499887
709750.0,6.480423676,3.139095988,1.399999976,3.302535772,1465.896118,10.19999981,0.425863028,193.2848969,0.010988081,10874.24219,3290.789551,30.57943153,22.14625931,4562.653809,4781.913086,5.959749222,3.553891182
82880.0,6.431326929,2.879476741,2.200000048,3.463168383,1438.167969,5.300000191,0.604942501,49.16878128,0.161237031,3670.453613,2949.697754,29.3879528,21.95681,4398.826172,675.5625,7.387514114,1.988536716
664021.625,6.504347099,3.333197807,0.453107476,3.558697462,1580.283081,3.058107615,0.289865673,2.569547415,0.0,36849.99219,1198.390259,34.8113327,22.48374557,1696.057861,21218.30664,6.455824852,13.19525814
201800.0,7.55501329,6.245310676,0.378886372,3.372394323,1328.515991,11.4103632,1.273239493,555.0725708,0.005286695,18704.79102,2571.616455,34.6422081,21.24230766,3661.314209,385.1274719,357.5620117,12.92288303
199867.5,6.524665646,3.068076102,2.199535847,3.445120335,1490.921631,5.101134777,0.411700457,278.0410156,0.008816734,3233.862305,3882.94751,30.61042595,20.91739655,4844.029297,752.395752,22.35678291,12.1616745
357926.0,6.468180177,3.556617209,0.600000024,3.681782246,1687.069092,6.199999809,0.107368626,389.5181885,0.014923545,6432.87207,1321.626221,27.98648071,22.17687035,2004.224487,2469.025146,3.222815275,11.87981892
285006.6563,6.668113587,3.350760268,0.6219365,3.423515558,1525.22583,2.447957754,0.204089358,69.80534363,0.0,5021.977539,2070.103271,33.12396622,22.44712639,2752.925293,7651.629395,39.45022202,8.536955833
867414.2857,6.48895295,3.316647469,0.499875396,3.378261328,1512.094604,2.621380329,0.300627083,20.33801842,0.0,17116.52344,2233.435303,33.33820724,22.45991516,3057.133301,22373.75391,3.733541965,12.45565414
41666.25,8.182900582,8.242916007,3.046646118,3.24768734,1247.950073,16.51418686,2.286134243,3172.797363,0.330645084,4.150958061,3420.053711,32.83553314,20.64739609,4836.325195,69.12528229,188.3454437,0.0
158962.0,8.416971954,8.548877985,0.672507226,3.597764492,1278.97644,11.36374569,2.315152884,365.8257751,0.026876802,112.728714,3001.958252,35.4280777,20.41188622,4089.24707,150.6549377,214.640274,5.24e-08
62766.66667,13.60425098,5.741676446,2.599671602,1.366737008,502.1064148,27.49947548,3.785828114,693.4077759,0.413214356,458.5987549,2118.545898,39.07995987,18.00670242,2867.618164,148.5762329,283.7974243,0.0
144876.6667,7.577332965,8.60288336,1.700000048,3.170974255,1261.212402,10.43936825,2.423648834,176.3469086,0.012637792,1457.482544,3179.063965,33.04827118,20.62931633,4429.032715,302.0870972,184.7951813,1.136374712
140685.0,6.456286589,3.464400134,0.300000012,3.708991766,1706.863159,1.399999976,0.177856892,204.720993,0.008008486,4317.724121,825.5616455,26.90748405,22.57390785,1302.162598,2700.407471,1.343317986,16.80344582
428555.0,6.18109053,6.752957387,0.299999952,3.840873241,1732.304443,5.558679104,0.500207245,612.2103882,0.007108164,1536.71228,1602.445068,29.25271225,22.34716797,1893.57959,558.3902588,22.91114807,1.173036814
104365.0,6.739465992,3.070063854,3.007351398,3.393699646,1484.118164,6.957192898,0.262161583,1641.863159,0.059446942,11.02019405,4748.715332,29.56956291,20.50660515,5863.431641,763.3345947,69.76007843,0.0
91076.66667,6.773791135,3.212246711,0.5,3.390187979,1482.715698,2.599999905,0.134321168,379.4584045,0.00228907,3381.95459,3920.362549,31.59459496,21.02642632,4982.589844,1430.251831,52.75476837,2.508144379
160556.0,6.212863658,6.710833579,0.300000012,3.726210356,1698.764282,5.099999905,0.518796146,275.7258606,0.038330011,3791.678955,2603.435303,31.52999687,21.18800354,3473.546387,706.9973755,35.91727066,5.029224396
156805.0,7.163806743,3.291569695,0.403109431,2.850617647,1205.651123,4.493282795,0.294226855,921.0060425,0.046901267,1092.313599,3397.453613,32.36043167,21.218303679999998,4636.535645,332.255127,60.77666855,0.538982153
371370.0,7.299683285,5.192661862,0.400000006,3.612542868,1404.108032,10.80000019,0.721226215,406.8213806,0.00804174,2822.322266,4428.172852,30.76485443,20.23517036,5656.255859,408.6318665,381.8443298,0.834452391
136228.0,8.139435982,5.096646789,1.049481988,3.458485603,1413.690918,10.84638977,1.038381696,147.9930115,0.013521379,3847.634277,3065.252197,31.17698669,18.72724342,4452.51709,123.3620377,539.4820557,5.529476643
176512.5,6.664812075,3.149349442,2.571497917,3.417987585,1507.814209,3.955141544,0.255698919,457.7955017,0.003886457,823.1339722,4414.477539,30.75996017,20.53830338,5534.15918,763.2788696,41.518116,5.806097507
355407.5,6.515467441,3.332995377,0.3378461,3.769825935,1665.97644,3.251384258,0.278155863,0.946446896,0.0,42254.89844,988.984375,34.2266922,22.59204292,1383.763184,21408.34375,12.20831108,12.59375286
130368.0,7.243488924,4.883337428,1.298531413,3.994249105,1612.73877,8.305873871,0.512809813,366.0714417,0.10592816,45.77399063,4675.183105,27.84439468,19.68787956,6314.090332,677.6694336,258.7911682,9.27e-19
32359.0,6.926859201,7.314637461,2.200409651,3.580610752,1483.217407,10.59975433,1.420407414,343.3760681,0.069866195,6.157693386,3624.334229,29.34599113,18.91332626,4973.960449,1005.242859,232.0782166,0.0
81198.0,7.319087179,4.984198677,4.761753559,3.923274755,1597.382324,11.29558754,0.625696182,215.4508362,0.068172902,123.769249,4559.393066,27.4356308,19.29967499,6246.918945,681.1469116,307.6779175,0.0
68902.85714,7.800012151,5.179065995,1.29902637,3.70498085,1473.099121,12.60408974,1.143911719,428.7081909,0.205775008,523.2943726,4660.578125,28.09742737,18.25227356,6390.802246,777.3539429,576.8573608,0.0
39490.0,8.149853309,4.71782168,0.5,3.352861404,1337.998535,9.699999809,0.992448568,8.183727264,0.026213428,6479.025879,2142.407471,35.16936111,20.22238731,3218.057617,1151.261353,422.2992249,1.843818188
94015.71429,5.920303796,4.961087662,9.399999619,4.769972324,2401.771973,36.5,0.690474451,1776.127075,0.367217183,2561.987793,3774.120361,26.17595291,21.59093666,6112.241699,254.7217865,5.459705353,0.0
334375.0,6.380785953,4.787127314,2.700000048,5.11188364,2103.360352,12.69999981,0.372703284,882.3340454,0.15064612,258.9112854,3882.929199,28.25375557,20.77165604,5209.63623,256.6708374,8.62577343,0.011214281
303108.1818,6.372059075,4.790453432,2.700000048,5.179264545,2119.702881,12.69999981,0.383015096,676.1125488,0.155932352,1765.862549,3586.633301,28.91142273,20.90497208,4731.358398,254.7277069,8.25573349,0.065041579
405485.7143,6.365098914,4.79043798,2.700000048,5.209016323,2132.138184,12.69999981,0.391869068,162.8816833,0.164239749,5310.737305,3429.519531,29.79462433,21.04858589,4471.495117,254.7217865,7.94137764,0.230521604
212530.0,7.65484411,4.74634422,0.58457309,3.51208663,1492.668823,10.3695488,0.905311108,103.2578278,0.001095471,3709.141846,3576.029541,31.26620674,19.31164932,4676.752441,345.7047424,367.2174683,2.978063822
144330.0,8.95620777,7.283444157,0.699999988,3.361631632,1301.592529,20.29999924,1.116006374,488.8273621,0.013442625,330.9016113,3395.64917,33.88793945,19.57489967,4716.09668,1068.004272,338.4232483,2.862876177
171926.6667,8.241590368,4.806149228,1.202499986,3.275345087,1332.686279,9.392499924,0.896830201,256.6250916,0.065045059,4112.859863,3384.068359,33.68256378,19.20766258,4914.896484,82.56912994,384.3537598,0.279169202
259603.3333,7.323514796,3.990706568,1.086667538,3.329512596,1308.07666,5.885186195,0.822410882,150.89620969999999,0.071443997,5554.187988,4000.633789,31.44354439,20.70385361,4949.286133,1119.182495,153.7555542,0.329243481
138294.0,7.376168852,4.04715026,0.699999988,3.420264959,1370.796509,5.099999905,0.896218657,97.48066711,0.059014779,2011.849731,3964.423828,30.24876785,20.4914608,5169.102539,1971.455688,201.7454224,0.830824256
234735.0,7.38626157,3.888018674,0.100000001,3.20420146,1221.331177,4.5,0.777724445,7.37437582,0.00036024,8535.84668,1524.76355,36.51296997,21.83657646,2032.555176,7658.016113,189.9314423,5.881014347
158216.0,8.981335692,7.560661686,1.600000024,3.623230457,1343.522705,17.79999924,1.234398603,188.5269165,0.003060524,10156.63281,2398.958252,34.914955140000004,19.63884735,3394.983398,350.7619019,421.414978,11.58097744
159875.0,8.512351956,4.509071455,0.613696039,2.752585888,1179.432861,8.514122009,0.695084691,42.25776291,0.047737837,6960.534668,2492.773926,35.61474609,20.2185936,3643.09082,334.3748169,316.4873962,4.599665642
118630.0,8.505444238,4.517365095,0.422301471,2.740287066,1172.510864,8.377338409,0.698866248,91.91441345,0.034598548,9177.900391,2412.319336,36.36693192,20.39237595,3545.172607,553.824585,310.8519287,2.71700716
82222.5,8.128622868,4.257604596,0.400000006,2.994142294,1227.088257,7.146810055,1.151054025,58.53915787,0.051816568,5450.684082,2471.321533,35.79722977,20.4054985,3445.008301,1319.912476,321.2913513,0.889691532
404115.0,6.628581711,3.257123256,0.308469206,3.320391655,1444.493896,2.557167053,0.241035208,188.4054718,0.0,12926.96289,2779.848145,32.92277527,22.04665184,3680.101563,11553.61035,37.89304352,4.117337704
73900.0,8.239231988,4.289245756,0.805501461,2.798688889,1185.148315,6.808502674,1.040474772,985.9237671,0.085008211,78.49097443,3513.490234,33.27838516,19.24033737,5037.265137,1074.791382,373.8056335,0.004017913
228563.3333,8.497289536,4.535301268,0.229074255,2.727635145,1164.482056,7.877531528,0.69916594,22.26862335,0.025418619,10421.55664,1412.41626,38.83358002,21.01953888,2222.258301,2342.958008,313.8274231,3.711231947
188983.3333,8.530572818,4.553199742,0.5,2.766210318,1175.970337,8.600000381,0.659060657,186.9490967,0.055270556,865.0726318,2993.654053,35.28768539,20.40559769,4354.254883,3722.865967,294.7245178,0.245942593
91570.0,8.509996325,4.51285674,0.506155431,2.751686096,1177.016968,8.594619751,0.690879345,62.2443924,0.04148332,6679.52002,2595.011963,35.92855072,20.47566223,3774.873779,1571.716797,302.4071045,2.117160559
108433.3333,8.006053016,3.369913666,1.476891637,2.821412802,1190.731201,8.440606117,1.139104962,535.2032471,0.213833854,259.4675293,3693.587646,32.83339691,20.28601074,5204.522461,447.8276978,413.0019531,0.003000451
108767.5,8.471071362,3.395394001,1.399999976,2.477860451,1096.588989,11.19999981,1.556114554,904.2610474,0.53323108,5.956054688,3504.165283,34.78222275,19.4078064,4969.307129,52.24822617,336.2510986,0.0
75658.0,4.910943235,7.953369501,0.885162413,6.748925686,2694.887695,2.870325089,0.412139952,268.1259155,0.030740865,1623.591797,3966.504639,28.06263924,20.14169312,4963.791504,1021.943542,54.01594162,0.050483149
236466.6667,4.812296559,8.206687475,0.400000006,7.72097683,3099.252441,1.700000048,0.366715103,1076.952271,0.132303685,561.8879395,3859.934082,27.20343399,20.62848473,5047.836426,1464.247925,15.22154331,0.021998025
904090.7,5.003501924,7.94191212,0.21438086,6.175143719,2480.087891,1.243142605,0.365792185,163.9355774,0.009929983,5651.441895,2883.717041,31.28369904,20.92303085,3601.446533,2127.307617,64.50487518,10.96204758
127440.0,9.933629384,8.920093052,0.256112933,3.327704191,1253.139038,17.52946854,2.074552536,37.16069412,0.002270558,4089.695068,2040.400635,35.53477097,16.42176819,3110.115234,1377.115356,1219.26001,9.045924187
118160.0,10.00287165,8.877999691,0.676184058,3.382098436,1253.252686,15.66462421,2.035185575,350.6994629,0.009773471,98.42261505,3291.829834,33.0480957,15.06857967,4740.580566,1295.156372,1091.465942,9.92e-05
561960.0,6.432166746,7.490175746,0.100576863,4.411746025,1818.989868,6.301346302,1.153163671,5.335008144,0.0,11540.07617,2421.197021,33.46337128,21.50523567,3435.546387,1929.570557,214.3955231,15.29668331
226438.3333,4.898657572,7.004497522,0.800000012,4.928301811,2311.919678,1.279708862,0.26753062,11.91106796,0.0068655,5418.516113,3281.224609,30.72753525,20.74441528,4134.958496,2205.951904,22.19941139,6.023474693
149113.3333,4.714308152,7.167915377,2.719150782,5.769146919,2883.699219,4.660636902,0.183541328,616.3095093,0.008578962,1992.512573,3882.045166,28.26236343,21.17943764,4805.490234,1904.106689,15.50384903,11.34021378
83340.42188,4.827751139,7.081207656,0.683216214,5.079319477,2417.024658,1.975905776,0.195679769,97.83352661,0.004783247,5449.468262,2725.516357,30.32769394,22.08256149,3376.547363,2205.951904,17.96139336,8.733467102
143985.0,5.579115009,7.019925288,0.74087888,5.807139874,2415.497559,3.796766281,0.288834006,84.39893341,0.010573045,1176.223145,4005.379639,29.37615776,20.34201241,5292.330078,1598.963989,122.5806274,0.0
30911.66667,8.699742666,11.38228867,1.799999952,3.377359629,1403.920654,14.19999981,4.701001167,3652.358887,0.290053427,30.49852371,3534.632324,32.83479309,18.66099739,5287.975586,46.1383667,221.6123505,0.0
54180.0,7.739055676,11.43793973,5.395704746,5.092817307,2023.215576,18.91503334,4.080703259,2033.435303,1.245339513,0.0,3903.661621,32.25224304,19.7260704,6205.62793,13.40291023,372.2979736,0.0
44925.71429,8.423560995,10.53777295,2.98350215,3.108086109,1213.323242,11.36184216,3.959589958,1016.944153,1.020122051,16.94717407,2829.631836,36.25913239,19.18927002,3990.215576,52.28607559,155.757431,0.0
51123.63636,8.445122202,10.5898676,3.349286318,3.24628377,1242.453247,11.89857197,4.011499882,489.4624329,0.959670484,74.64994812,2905.182129,36.59556198,19.37094116,4023.304688,52.28607941,169.3218994,0.0
451990.0,6.598778215,3.300368118,0.300000072,3.302286386,1478.191162,2.500000477,0.270307899,0.197529629,1.61e-20,24409.01758,1446.502441,33.72157669,22.51538277,1962.259399,9719.506836,41.10131836,14.98111629
353521.1563,9.086224072,7.313661502,0.899999976,3.506908655,1301.451782,16.09098434,1.015405297,108.8682556,0.027792385,10463.79785,2326.637939,35.35267639,19.84943008,3291.464355,1068.004272,379.9235229,6.20321846
174928.3281,9.257953484,7.392889182,0.903313994,3.743304491,1389.314453,15.71988392,0.910136163,444.375885,0.083614767,1651.138184,3332.926758,32.26371002,19.01252365,4728.869141,616.2011108,557.8570557,2.783040285
181926.6667,9.277092046,7.071132033,1.699229479,3.572957993,1340.651367,18.29421997,0.742930412,1341.202637,0.025293948,27.25827217,3442.321045,33.49601364,19.10349846,4869.637695,104.82444,271.220459,0.026717769
139760.0,5.794048715,7.933297917,1.794310451,5.325395107,2185.782471,9.968138695,0.709892154,192.2623596,0.117419653,2459.952881,3335.165527,29.77040672,20.21271324,4360.363281,677.3394165,54.27657318,0.0
108644.4,6.518652548,6.954420452,2.5,3.669547319,1623.224365,11.5,0.889016449,306.2594604,0.253063142,8111.375,3206.48999,32.00187302,21.16414261,4374.835449,346.9553528,50.40263748,0.0
1090590.6,5.013071224,8.328519564,1.796682596,7.166779995,2812.800781,3.181922436,0.172805473,202.0061493,0.001857219,2496.151123,3215.376465,30.26270294,21.89626122,4202.111328,1568.54895,40.58456039,6.33437252
48004.52679,9.241168981,11.62560294,2.810687542,2.452225924,956.0079956,15.00610733,4.83522892,358.2382813,0.181962222,862.0485229,2748.110107,37.97304916,19.78528404,3899.036133,66.56555939,201.3863373,0.0
251800.0,9.916727517,8.887291726,0.183661968,3.322911739,1256.678345,15.33267689,2.048217773,2.760397196,5.11e-07,4999.97998,1784.850464,35.69029236,16.59862709,2786.914795,1377.115356,1205.523438,10.11601257
23765.71429,5.147222257,6.329309774,7.207618237,6.659319401,2897.840332,8.453327179,0.128151745,2452.639893,0.010306125,3.063401461,3959.757324,25.93839645,21.71405602,5795.483887,246.9054413,24.89940071,1.99e-09
195043.3333,4.918755425,6.244176847,9.448651314,5.947357178,2936.779297,19.52667046,0.12297038,578.0446167,0.06301567,509.489624,3744.258301,26.93588448,21.58901024,5262.895996,627.3518066,12.27075386,0.369515955
150541.25,4.919439155,6.304766096,8.307595253,6.157662868,2875.363281,13.66392422,0.102467924,90.54651642,0.063203938,6771.788574,3664.184814,27.45461082,20.62092209,4647.335938,627.3518066,12.13955402,6.749712467
103176.6667,4.633468852,7.700978099,1.799999952,6.857234478,3036.881592,6.300000191,0.144559637,900.7947998,0.001559804,264.0011292,3907.276123,28.19311333,20.29456902,4828.964844,544.7091675,17.49993896,0.0
131472.0,4.966792746,6.337825743,6.207242489,6.289137363,2920.046875,11.31553268,0.067410715,532.6756592,0.039872319,618.8946533,3858.544678,26.75169182,20.59750748,5334.048828,627.3518066,16.33041382,0.910963118
316820.0,7.748695459,6.736938082,1.896604061,3.24845624,1250.57251,15.07048321,1.702522993,929.321228,0.01448635,2511.008789,3253.980469,33.25075531,21.81110573,4588.186035,73.98779297,80.71209717,2.134570837
37810.0,7.333666501,8.483662789,3.892841101,3.429888725,1332.881226,13.6166296,2.174306631,1227.264038,0.024756828,147.57341,3392.816895,32.48620987,20.03346443,4816.1875,86.59204865,170.6589355,0.0
148953.3333,5.336068837,8.335838282,5.004210472,7.692061424,2937.192627,4.432830334,0.178463653,271.178833,0.163260415,1578.003418,4117.941406,28.29203224,20.35129547,5239.296875,35.09915161,90.76213837,0.062219977
269288.0,4.962253421,8.327302363,0.855721235,7.360352039,2823.87793,0.685240448,0.22429651,56.66604233,0.013283094,5037.056641,2215.41748,31.49711609,22.57190132,3093.561279,1576.966309,38.07084274,6.760912418
67850.0,5.013035414,7.835160187,0.799824297,5.958046436,2448.836182,1.87239182,0.46037209,215.1878204,0.007302985,637.4110107,4003.540039,29.21655846,20.55799294,5142.572754,2121.36377,68.83272552,7.97e-08
58607.5,6.557176449,9.245410232,4.8174119,5.430654049,2211.738281,10.23558521,1.696743369,194.8635406,0.057752084,390.63974,4242.426758,28.10439873,19.65777206,6086.654297,142.3186188,281.8233643,0.0
81521.11111,8.430649977,8.44133763,1.100001574,3.610640049,1262.061523,11.90000248,2.230854034,2411.554443,0.131606221,0.003199424,3502.306641,34.19996262,20.01381874,4977.446289,69.13114929,173.2607422,0.0
118400.0,6.551290381,8.914309491,2.8886168,5.003073215,2100.966553,7.940057278,1.522098541,290.1870117,0.083392516,279.2714233,4448.052734,28.64266205,19.42049789,6060.154297,220.55513,123.8858871,0.0
105576.6667,6.288947062,9.090302376,4.695449352,6.779263496,2643.809814,14.46648026,1.382999301,2956.685303,0.068378933,0.787316442,3573.831299,24.56833267,19.89554214,4879.09082,80.35298157,671.902832,0.0
86107.14286,7.839901876,4.922000363,2.192376614,3.5337286,1485.368896,15.12921238,1.106312037,219.196579,0.227946028,5103.504395,4242.711426,29.05081558,18.79644012,5784.839844,343.9057007,423.3512573,0.0
32505.71429,11.2185431,4.911328649,3.474658251,2.454735041,1002.039429,17.63801384,1.378778219,349.5333252,0.197724327,19.19548035,2694.087402,38.09285355,19.91449738,3977.723145,76.30151367,287.2796326,0.0
60927.5,7.008871666,3.804616435,3.474425554,3.613236189,1541.352539,10.39540482,0.486147493,574.7115479,0.021051472,43.99832535,4567.263184,28.41963387,20.10322571,6033.953613,431.7513733,69.17002106,0.0
101156.0,6.693236895,9.224600858,2.299999952,4.514365196,1945.269043,8.0,1.797152281,1415.204346,0.071239479,43.54497147,3905.77832,28.94070435,20.05293655,5835.755859,111.4031601,336.2070618,0.0
